SK_ID_CURR,AGE,ANNUAL_INCOME,LOAN_AMOUNT,EMPLOYMENT_YEARS,CREDIT_SCORE,EXISTING_LOANS,TARGET
101460,27,126818,5364,36,719,4,1
101461,24,145849,61921,21,798,2,1
101462,28,127399,24797,10,679,3,1
101463,40,144421,37535,31,442,2,1
101464,49,99823,51300,34,323,2,1
101465,30,124215,52176,30,838,1,1
101466,63,129999,21105,7,374,3,0
101467,54,52230,12939,19,834,1,0
101468,46,104573,84472,33,340,0,0
101469,61,112588,47029,3,712,1,0
101470,23,88876,20863,17,714,4,0
101471,26,60644,83097,3,748,1,0
101472,25,68664,15447,19,735,0,1
101473,25,65203,51940,8,538,1,1
101474,43,86677,82947,15,341,0,1
101475,29,45425,90001,25,309,3,1
101476,55,143246,24642,37,564,1,0
101477,40,104817,72643,24,744,0,1
101478,62,127585,12928,3,438,3,1
101479,55,105961,53002,37,495,4,1
101480,38,120342,89853,18,373,2,1
101481,37,145740,30017,13,524,0,0
101482,44,117649,84064,20,401,4,0
101483,23,89806,18313,14,563,3,1
101484,52,62814,6559,2,460,4,1
101485,55,90219,55893,36,532,1,0
101486,58,69646,20167,15,790,2,0
101487,33,59884,85879,13,610,0,1
101488,45,115345,43598,8,526,3,1
101489,29,146062,12523,6,572,2,1
101490,24,120088,54777,13,616,3,0
101491,34,138198,33439,5,385,4,1
101492,57,89322,86060,20,590,3,1
101493,54,41650,18285,14,768,3,1
101494,31,114242,15973,7,703,4,0
101495,61,29190,27694,33,726,4,1
101496,23,58196,40774,39,674,2,1
101497,48,59449,9302,0,551,0,0
101498,49,59661,27391,31,832,4,1
101499,29,49709,9611,4,606,2,1
101500,23,130965,14372,29,729,3,1
101501,45,100428,29312,21,563,3,1
101502,54,95179,19080,19,367,1,0
101503,32,29943,85618,15,406,4,1
101504,62,63240,25874,6,699,2,0
101505,29,65760,67537,6,498,2,1
101506,35,41042,78914,1,491,0,1
101507,60,141770,6597,13,813,2,1
101508,45,63894,16600,30,741,4,0
101509,25,26869,8747,13,300,2,1
101510,31,81078,84415,4,657,1,1
101511,54,76759,83553,10,414,3,0
101512,44,125973,29815,39,496,3,0
101513,35,64306,89500,4,573,2,1
101514,58,128369,99348,28,459,2,1
101515,28,75371,29714,10,472,2,1
101516,25,40918,23890,4,844,2,0
101517,46,48379,66509,31,757,1,1
101518,38,140667,66824,35,732,4,1
101519,26,128475,9725,14,780,1,0
101520,57,110810,48205,18,754,1,1
101521,33,103232,25684,21,495,1,1
101522,48,22962,96861,33,608,3,1
101523,25,33851,62911,16,793,1,1
101524,33,137626,18092,11,738,2,1
101525,37,65747,44770,24,658,1,1
101526,60,145180,30457,16,335,2,0
101527,52,72349,76667,9,333,4,1
101528,49,90832,95751,27,387,3,1
101529,23,76356,67894,17,315,4,1
101530,60,34745,66305,17,720,4,1
101531,54,25730,17612,31,425,3,0
101532,60,33921,83627,13,307,2,0
101533,47,118430,42089,15,771,2,1
101534,33,91138,57137,17,767,2,1
101535,53,103111,5559,15,809,3,0
101536,26,39023,71249,16,701,1,1
101537,44,65349,42361,6,475,0,0
101538,39,146796,85720,11,666,1,0
101539,36,101533,20261,33,787,1,1
101540,60,103286,25372,9,317,4,1
101541,48,61979,60355,4,355,0,0
101542,53,42837,62920,20,334,2,1
101543,61,34997,37544,2,646,1,1
101544,33,124975,5037,18,331,3,1
101545,63,108603,48032,34,432,1,1
101546,45,65039,83233,5,498,2,1
101547,62,147394,46420,13,555,1,1
101548,56,40923,96552,3,641,4,1
101549,47,28876,39600,17,530,4,1
101550,58,80973,53285,28,600,1,1
101551,27,22887,67008,34,846,4,1
101552,25,83723,94520,37,325,3,1
101553,63,62422,10167,15,834,0,1
101554,51,122390,5432,19,773,1,1
101555,43,71413,74687,23,686,3,1
101556,62,122484,76947,34,584,3,0
101557,30,22841,55903,18,749,3,1
101558,52,144647,97159,3,619,2,1
101559,63,48756,59149,32,455,1,0
101560,50,91576,92640,1,770,1,1
101561,59,138248,61768,12,719,1,1
101562,51,30304,65184,29,412,0,0
101563,38,50341,70792,33,721,3,1
101564,56,24758,38439,29,584,1,0
101565,22,37010,38257,23,353,4,0
101566,34,147039,49674,32,624,2,1
101567,33,80758,56248,9,757,0,0
101568,49,51658,88602,17,564,2,0
101569,32,69002,50371,18,681,3,0
101570,59,123318,72996,6,512,4,0
101571,22,21375,42297,18,632,3,1
101572,52,119485,59273,23,309,1,1
101573,33,42092,66256,14,657,2,1
101574,47,20490,39743,22,502,4,1
101575,61,23729,73752,3,357,2,1
101576,37,25974,84803,37,793,0,0
101577,60,138222,80117,3,809,4,1
101578,51,105216,75051,4,522,0,0
101579,54,103860,27076,22,668,4,1
101580,44,147288,80312,39,717,1,1
101581,55,116870,92483,36,846,2,1
101582,26,41398,7963,10,402,2,1
101583,39,54650,77322,10,460,3,0
101584,50,41292,18866,12,499,4,1
101585,27,121291,37305,13,459,4,1
101586,30,123889,67403,7,435,0,1
101587,61,23159,87896,24,697,4,1
101588,52,118162,37813,17,691,2,1
101589,54,82766,71729,17,405,4,1
101590,48,114887,65686,9,353,3,1
101591,35,122834,9512,6,576,3,1
101592,50,37065,27666,13,410,2,1
101593,57,41638,21630,14,523,2,0
101594,49,21073,79519,15,374,2,1
101595,42,66511,5636,1,805,4,1
101596,24,104307,8775,29,313,4,0
101597,40,145274,72957,29,781,1,0
101598,52,120997,69591,17,488,0,0
101599,56,127866,83561,30,663,4,0
101600,24,49320,79816,12,538,1,1
101601,47,89876,16351,19,700,1,1
101602,37,54924,60184,34,603,3,1
101603,32,101720,74180,22,390,4,0
101604,42,60734,86678,32,691,1,1
101605,37,88116,78309,37,483,3,1
101606,30,60025,99002,34,316,0,0
101607,21,114503,15778,35,311,3,1
101608,42,22159,17501,19,465,0,1
101609,46,68940,7108,2,445,2,1
101610,38,99436,99905,7,581,2,1
101611,34,96976,41382,39,848,3,1
101612,49,34678,96354,31,468,2,1
101613,32,81075,80787,28,469,4,0
101614,56,67204,28341,6,645,3,0
101615,55,32021,82214,1,798,1,1
101616,32,26772,19367,20,759,4,1
101617,27,87163,74868,5,596,3,1
101618,49,129968,17002,27,441,0,1
101619,31,93755,90820,35,352,2,1
101620,53,43464,64949,31,417,2,1
101621,26,71137,20700,8,664,2,0
101622,35,50232,84305,10,435,3,0
101623,52,81497,67543,22,713,4,1
101624,31,128017,34318,10,376,0,1
101625,43,94024,94859,1,317,2,1
101626,46,120485,32610,2,702,4,1
101627,54,129898,77499,10,504,1,0
101628,54,71448,78374,34,798,1,0
101629,49,125468,70226,14,623,0,0
101630,24,104517,50167,10,580,2,0
101631,37,20901,82779,30,465,1,1
101632,55,107980,32939,27,542,4,0
101633,33,127594,66365,27,778,4,0
101634,61,103597,72381,31,463,1,1
101635,59,22881,51710,24,623,2,1
101636,35,49863,21766,19,507,0,0
101637,49,131362,17780,27,614,2,1
101638,49,25622,53458,24,603,3,1
101639,31,142740,61221,10,538,1,1
101640,52,21378,6509,18,523,3,0
101641,22,103168,94493,27,387,1,1
101642,34,113847,39346,0,836,0,1
101643,40,91186,87799,4,728,2,0
101644,42,65201,51874,9,519,2,0
101645,31,140767,31148,33,574,1,0
101646,47,127760,36533,35,365,4,1
101647,23,79251,83467,1,722,3,1
101648,37,92572,6359,17,554,2,1
101649,64,59255,95068,12,424,2,1
101650,48,83212,65313,4,445,1,0
101651,49,70210,25344,19,684,4,0
101652,41,145629,74778,1,746,3,1
101653,36,136736,25601,10,686,4,1
101654,57,42499,24116,29,682,4,1
101655,40,122552,61985,31,576,1,1
101656,26,71628,35782,31,681,4,1
101657,39,81360,54819,37,423,3,1
101658,25,24603,89416,27,566,0,1
101659,23,113309,74035,9,410,0,0
101660,21,147466,49458,21,680,3,1
101661,58,105473,96556,16,457,1,1
101662,35,32632,13080,21,847,2,0
101663,54,50607,93743,18,417,1,1
101664,55,111873,38957,16,627,3,1
101665,45,85756,18908,23,367,4,1
101666,44,66994,95570,35,733,0,0
101667,32,83382,96324,31,658,4,0
101668,38,90354,83287,35,742,1,0
101669,35,76344,52482,27,463,3,1
101670,64,73775,43314,13,660,0,0
101671,36,27349,79921,35,418,3,1
101672,47,91154,88768,5,494,0,1
101673,28,47464,20831,8,540,0,0
101674,45,62624,25125,20,808,0,0
101675,37,141897,67451,11,441,1,0
101676,49,146866,50708,29,330,3,0
101677,28,57344,22682,30,522,2,1
101678,35,145857,87824,39,565,2,1
101679,47,103791,40794,3,581,2,1
101680,27,44299,64372,30,680,3,0
101681,23,67975,44477,26,361,4,1
101682,49,21462,58863,24,820,3,1
101683,64,140209,94941,4,370,0,1
101684,44,101441,43737,5,835,4,0
101685,23,110456,7620,4,439,0,1
101686,40,101788,40057,26,615,0,1
101687,35,126540,45138,7,639,3,0
101688,45,60581,84390,8,827,2,1
101689,50,120372,58024,14,840,4,1
101690,34,91289,14677,35,715,1,1
101691,27,125541,49111,6,766,2,1
101692,37,34175,29074,31,674,1,1
101693,64,141704,22824,7,590,3,0
101694,40,26191,5765,14,342,4,0
101695,56,103434,50439,36,352,3,1
101696,29,104518,53926,18,531,1,1
101697,58,100158,41860,38,511,0,1
101698,42,86537,17975,5,307,3,0
101699,22,135721,79877,18,782,4,1
101700,44,67645,98677,27,341,3,1
101701,28,128536,82870,16,632,2,1
101702,31,43283,86371,18,532,3,1
101703,33,143153,31548,30,369,1,0
101704,37,106971,95575,10,315,3,1
101705,28,112759,43736,14,368,4,1
101706,41,79123,66562,9,352,3,1
101707,38,122780,45409,22,678,3,0
101708,50,50024,89101,2,762,4,1
101709,38,69630,14834,2,826,3,1
101710,51,50734,5840,17,362,4,1
101711,58,20515,84409,24,560,1,0
101712,52,130782,36568,19,799,4,1
101713,31,86727,15846,28,420,1,0
101714,45,117800,10899,21,539,1,1
101715,53,129164,91038,14,764,4,1
101716,58,66216,71101,38,406,3,0
101717,61,91833,43773,9,479,2,0
101718,28,78755,79723,20,315,4,0
101719,31,47856,77762,28,654,3,0
101720,42,134959,9311,31,608,1,1
101721,44,93870,61888,9,480,0,0
101722,61,44162,46616,12,473,2,0
101723,37,26008,57134,22,653,3,1
101724,32,27987,96225,22,653,2,1
101725,52,82532,11083,30,518,0,1
101726,35,116502,17598,3,614,0,1
101727,36,23332,87476,2,733,0,0
101728,42,86323,97416,20,581,4,1
101729,48,58990,7580,1,558,2,1
101730,40,29873,62395,3,304,4,0
101731,53,102542,47321,0,693,0,1
101732,30,105761,14386,14,635,3,0
101733,60,56444,58171,32,362,0,0
101734,52,55340,24522,5,343,4,1
101735,53,125219,70532,6,452,0,1
101736,22,25033,96760,18,455,0,1
101737,53,93324,19635,0,777,4,0
101738,53,35689,5671,38,574,4,1
101739,61,129756,38545,18,657,3,1
101740,33,107134,59079,25,725,4,1
101741,50,123016,31855,11,831,3,0
101742,53,115239,40790,21,782,1,1
101743,33,20066,56012,12,513,1,0
101744,46,134159,19260,27,378,4,0
101745,42,65246,70139,13,438,0,1
101746,59,27533,6074,21,397,2,0
101747,22,100639,47676,29,497,0,1
101748,58,90152,14475,19,455,4,1
101749,59,131581,83414,26,349,3,1
101750,46,135828,20120,37,778,0,1
101751,35,79658,28147,33,527,1,0
101752,54,58498,6986,38,756,4,0
101753,62,129028,37430,36,821,0,0
101754,64,31772,60479,0,448,0,1
101755,60,109385,87966,14,357,3,0
101756,31,69036,7176,31,461,3,1
101757,23,78531,89258,7,776,3,1
101758,26,139159,89153,32,406,2,1
101759,29,32940,66918,17,726,4,1
101760,26,138027,32115,28,694,4,1
101761,29,36932,82442,31,485,1,0
101762,59,115305,45002,32,745,1,0
101763,51,76827,62124,4,747,4,1
101764,52,81431,11610,17,386,0,1
101765,61,44648,54752,9,548,4,1
101766,32,132947,83947,35,739,2,0
101767,28,52966,79716,32,556,1,1
101768,28,47777,52993,22,576,1,1
101769,48,144661,15073,39,737,1,0
101770,40,52567,42251,4,815,4,1
101771,27,135259,76437,33,501,1,0
101772,31,37174,43897,23,479,1,1
101773,40,62598,55906,16,624,4,1
101774,36,144711,56616,30,774,0,0
101775,24,79199,9482,6,699,1,1
101776,26,33798,95964,16,516,1,1
101777,42,85364,77936,27,752,1,1
101778,46,37558,44574,37,703,2,1
101779,23,81084,48284,21,539,4,1
101780,61,64237,77932,14,485,1,1
101781,62,85497,12338,36,347,2,0
101782,34,20178,47718,14,685,0,1
101783,31,136932,17500,24,507,0,0
101784,38,106006,16545,20,456,2,1
101785,32,37118,66480,37,524,0,1
101786,43,42616,10241,1,443,3,1
101787,32,20798,94314,26,718,0,0
101788,33,27601,27821,31,410,3,1
101789,45,45363,9695,20,764,2,0
101790,39,22795,82066,3,431,3,1
101791,56,117462,19318,18,633,0,1
101792,28,65264,55934,1,374,1,0
101793,49,122892,27331,25,711,3,1
101794,52,92833,57672,33,818,0,1
101795,64,149688,96891,13,335,1,1
101796,38,23084,81860,14,522,2,1
101797,26,115865,98685,19,829,2,1
101798,38,96646,73754,33,540,4,0
101799,39,20731,90677,35,433,2,1
101800,42,21129,7837,18,690,4,0
101801,57,48022,45077,8,401,2,1
101802,52,21605,84915,6,797,2,1
101803,61,97506,9239,29,810,2,1
101804,23,129241,91348,12,836,4,1
101805,48,64130,34669,26,844,4,1
101806,30,49265,53624,34,642,3,1
101807,55,52330,80147,12,305,0,0
101808,49,88469,9150,14,493,0,0
101809,35,35187,16109,8,436,0,0
101810,53,45791,31016,22,772,2,1
101811,27,110436,16936,35,515,0,0
101812,32,90610,16036,39,648,4,1
101813,50,132341,44236,2,482,3,0
101814,41,111962,19021,33,467,1,1
101815,51,59867,41943,18,337,3,1
101816,44,136178,86007,27,770,0,0
101817,40,20893,55016,22,751,0,1
101818,57,119694,28244,39,789,4,0
101819,24,39773,68027,6,441,3,1
101820,48,24239,43985,11,402,4,1
101821,64,40863,6502,13,341,4,0
101822,40,71415,58836,14,446,1,1
101823,44,88968,8770,2,365,4,0
101824,52,120675,47865,14,492,4,1
101825,61,80430,58811,23,597,1,1
101826,56,139000,9001,7,337,2,1
101827,54,21515,65848,4,801,2,1
101828,56,117206,57635,3,727,1,0
101829,22,134210,25946,13,651,4,1
101830,35,124630,71134,15,625,0,0
101831,54,34605,96103,19,337,3,1
101832,56,76240,97044,23,396,0,1
101833,26,25586,48744,5,407,0,0
101834,59,121221,44159,30,450,4,0
101835,62,140419,28671,5,373,3,1
101836,32,142374,21450,34,356,3,1
101837,23,134205,19908,14,634,2,1
101838,38,51186,62275,28,551,1,0
101839,60,46928,49358,2,553,4,1
101840,41,118264,54047,10,684,3,0
101841,35,103087,40518,2,755,4,1
101842,53,142990,62813,27,558,2,0
101843,55,107029,11806,9,764,0,0
101844,46,40711,45891,32,333,3,0
101845,28,74962,88551,15,794,2,1
101846,56,40039,44220,9,625,4,1
101847,50,56561,22158,32,537,2,1
101848,43,95483,85992,35,840,2,1
101849,62,117871,32588,2,765,2,1
101850,64,101395,67576,4,603,2,0
101851,34,108658,93027,11,416,2,0
101852,34,21577,29188,12,506,2,1
101853,22,127792,97615,23,780,1,0
101854,57,48350,63830,31,702,4,1
101855,25,136908,9019,15,532,0,1
101856,58,127468,17419,31,583,4,0
101857,61,53798,38697,36,779,3,0
101858,34,117434,89932,35,308,3,1
101859,59,101417,12973,20,678,4,0
101860,45,30785,91649,11,680,2,0
101861,40,92227,16136,20,659,1,1
101862,22,138680,89739,20,475,0,1
101863,59,81957,67502,5,784,2,0
101864,26,85431,36285,8,704,4,0
101865,37,37297,28039,0,332,4,1
101866,45,91894,71720,11,764,1,1
101867,48,136869,93263,13,456,1,0
101868,22,83772,64155,5,501,4,0
101869,55,39581,21911,0,474,2,1
101870,57,75192,5916,21,543,2,1
101871,25,21462,64052,33,568,2,0
101872,21,148848,74110,10,745,0,0
101873,60,84173,22790,2,373,0,0
101874,32,35511,88161,5,395,2,0
101875,56,96106,10206,5,472,4,0
101876,43,68665,90053,19,705,1,0
101877,51,64414,54950,20,454,3,0
101878,31,101010,61361,1,482,1,1
101879,30,92573,66451,25,622,1,0
101880,23,113665,42696,30,588,3,0
101881,34,127803,86641,25,557,2,1
101882,36,139682,73226,31,473,1,1
101883,30,33386,51728,9,629,3,1
101884,49,144069,60401,22,530,4,1
101885,30,74460,71226,5,460,4,1
101886,32,26221,30103,22,485,4,1
101887,50,43474,39263,27,442,2,0
101888,61,126073,81621,29,581,1,1
101889,21,135375,55044,13,326,1,1
101890,25,132660,62730,36,545,0,0
101891,40,41045,30825,31,786,4,1
101892,28,111319,81256,33,501,2,0
101893,63,136582,42271,21,320,3,1
101894,32,125693,82256,30,393,2,1
101895,21,24922,51732,6,307,1,0
101896,40,131943,71433,20,771,4,1
101897,48,42706,87630,15,638,0,0
101898,63,62771,28572,19,558,2,1
101899,57,72335,43546,18,354,0,1
101900,57,118015,20150,31,847,1,1
101901,32,72949,59165,14,305,3,1
101902,57,90714,68690,4,676,2,1
101903,64,115558,58664,10,349,1,1
101904,48,35240,87335,14,411,4,0
101905,35,111756,80199,28,445,2,0
101906,26,122272,41948,3,529,0,1
101907,64,22716,42030,35,796,2,1
101908,40,36574,32007,22,605,1,0
101909,34,131815,96207,14,841,1,1
101910,22,103255,95921,2,760,0,1
101911,29,93717,81772,31,525,1,1
101912,57,131299,27024,9,358,2,0
101913,40,64066,44384,39,375,0,1
101914,46,135066,87912,37,727,1,0
101915,49,81826,23157,21,431,1,1
101916,21,40213,90481,13,797,2,1
101917,55,91916,93553,16,604,1,1
101918,26,86151,6756,20,366,2,1
101919,57,148518,73112,14,529,4,1
101920,25,137018,96003,14,632,2,0
101921,53,149024,63051,0,576,3,1
101922,34,70906,69595,23,443,1,0
101923,32,20463,83210,11,550,4,1
101924,62,51973,48094,9,379,0,1
101925,40,94694,92889,30,356,3,1
101926,44,40651,9535,10,665,0,1
101927,63,88694,61035,15,607,3,0
101928,54,40008,52367,8,473,4,0
101929,45,131738,22118,13,761,4,0
101930,49,90474,64812,18,792,4,1
101931,59,58185,64884,30,673,3,1
101932,51,107924,71168,8,648,2,0
101933,63,94417,18280,35,366,0,0
101934,43,145502,19746,38,629,2,1
101935,64,91139,58251,25,493,2,1
101936,58,54980,89821,7,454,1,0
101937,40,42504,88583,23,459,0,0
101938,43,74970,15207,7,565,3,1
101939,36,36766,76127,18,467,1,1
101940,62,136944,32757,29,444,1,0
101941,28,113922,21226,21,485,4,1
101942,41,31695,66407,8,722,3,1
101943,21,37796,32206,3,756,2,1
101944,28,62543,25256,36,644,2,1
101945,49,34559,38822,7,815,2,0
101946,52,124450,46340,0,403,4,1
101947,58,53139,57234,27,546,2,0
101948,25,140494,48351,5,322,0,1
101949,42,123869,53671,35,824,2,0
101950,54,28802,80320,10,443,2,1
101951,21,93843,40157,4,492,0,1
101952,46,60205,24937,23,764,4,0
101953,63,118750,59290,17,674,1,1
101954,30,54159,51707,19,565,3,1
101955,50,31516,16219,27,677,4,1
101956,38,70492,14399,12,849,2,1
101957,37,49086,32657,4,373,1,1
101958,46,133758,25047,29,737,3,0
101959,28,50480,81095,0,525,3,1
101960,60,72091,90693,21,607,3,1
101961,32,148023,77154,17,647,0,0
101962,47,130195,49891,4,775,0,1
101963,28,67766,11780,30,614,1,0
101964,45,58737,32050,5,824,2,0
101965,24,29265,78551,26,724,1,1
101966,53,134165,73666,24,823,2,0
101967,21,139501,98619,28,548,4,1
101968,39,138257,87016,27,481,3,1
101969,51,90990,58010,15,405,3,1
101970,36,121454,43165,11,490,0,1
101971,34,111717,16528,19,436,4,1
101972,25,35386,54608,17,419,4,1
101973,61,124718,10914,33,371,2,1
101974,46,57425,42136,22,430,4,1
101975,48,141635,16179,26,756,0,0
101976,22,63254,91008,16,778,2,1
101977,26,109863,17076,20,351,1,0
101978,29,138350,29783,39,418,2,1
101979,53,73634,51716,30,563,1,0
101980,61,106717,55298,2,538,2,1
101981,45,67662,59304,16,650,3,1
101982,33,106988,84360,25,554,1,1
101983,29,123784,74835,22,608,0,0
101984,33,126337,13118,5,794,1,0
101985,51,119287,81292,27,356,1,1
101986,61,107527,61911,7,702,2,0
101987,31,126847,78489,7,366,3,0
101988,24,95452,20185,18,345,2,0
101989,54,30143,46792,37,668,2,0
101990,58,111391,85210,28,531,3,1
101991,24,35581,55613,22,701,2,0
101992,58,87443,38927,31,322,3,1
101993,39,49424,5386,9,566,0,0
101994,26,108844,97153,26,417,3,1
101995,54,61984,77728,0,354,4,1
101996,38,61505,81281,38,452,3,1
101997,33,132061,35020,28,538,3,0
101998,61,122478,47678,2,564,4,1
101999,43,82699,91695,36,567,3,1
102000,39,46957,66394,30,412,1,1
102001,31,45464,73945,10,465,2,1
102002,21,134012,61414,21,307,2,0
102003,44,43649,59816,17,516,0,0
102004,27,62065,60918,34,730,0,1
102005,45,112661,96281,5,591,4,0
102006,41,54758,67694,2,349,1,1
102007,35,25596,34455,4,406,0,0
102008,21,36374,43735,8,308,2,1
102009,32,138686,99702,27,755,0,0
102010,27,23775,98608,18,622,0,1
102011,35,47388,17109,27,608,3,0
102012,41,143800,50802,26,444,0,1
102013,39,41029,73020,12,711,4,1
102014,49,103981,39622,37,413,2,0
102015,45,73639,7597,20,698,4,1
102016,53,134010,45597,26,574,4,0
102017,52,34645,45954,5,423,1,0
102018,55,51105,74519,37,385,3,1
102019,64,33668,61115,10,346,4,1
102020,58,147949,48151,16,500,1,0
102021,46,35960,22040,38,575,2,0
102022,31,146519,49772,6,848,2,1
102023,55,31357,68832,29,429,1,1
102024,28,84604,32916,20,747,4,1
102025,34,122739,49871,0,688,4,1
102026,30,71796,31372,24,562,3,1
102027,22,35804,66707,31,577,3,0
102028,29,147732,44080,7,345,2,0
102029,23,135733,47722,4,467,3,0
102030,41,34626,34048,29,744,1,1
102031,46,48132,90205,7,345,2,1
102032,28,27951,14777,18,839,4,0
102033,22,26449,59711,29,386,2,0
102034,26,39065,41331,14,684,0,0
102035,48,121503,25968,35,564,2,1
102036,49,125072,58969,26,321,3,1
102037,46,29130,16292,12,749,1,1
102038,45,109360,45794,13,531,4,1
102039,32,82287,84459,36,485,4,1
102040,25,126937,55192,29,625,3,1
102041,54,71702,32703,38,482,3,0
102042,57,56993,89193,12,696,3,1
102043,35,51875,74165,15,780,0,1
102044,64,135284,72650,6,702,1,0
102045,56,26054,61516,26,762,0,1
102046,35,119809,96110,34,716,3,0
102047,63,127357,27257,14,501,1,0
102048,43,68517,88509,27,364,3,0
102049,26,96368,96273,34,316,1,1
102050,64,49670,56672,6,482,4,1
102051,63,69112,68308,19,690,0,1
102052,41,108388,82583,31,343,3,0
102053,43,109156,27113,37,781,3,1
102054,63,48307,5694,39,562,2,1
102055,36,133087,20588,31,473,4,1
102056,35,87087,66756,25,740,3,1
102057,45,67922,69085,38,519,0,0
102058,56,83080,66142,19,693,4,1
102059,31,113348,69373,17,494,3,1
102060,35,99335,90603,14,708,0,1
102061,24,46312,11704,21,770,2,0
102062,41,125156,45136,21,646,2,0
102063,33,86985,72507,20,761,0,1
102064,42,140641,52361,1,360,4,1
102065,39,77608,63847,39,465,0,1
102066,54,109962,16441,17,450,0,1
102067,34,120963,19677,22,410,2,0
102068,24,60277,32818,12,787,2,1
102069,47,51551,6868,8,848,2,0
102070,49,109813,88591,6,302,3,0
102071,48,76597,72264,0,782,3,1
102072,55,121025,78168,1,312,1,1
102073,28,144342,17043,3,461,3,1
102074,36,65212,76939,13,643,4,1
102075,62,29637,20732,31,748,4,1
102076,56,63258,60244,35,631,2,0
102077,50,55693,23526,1,563,0,1
102078,38,29824,14340,39,382,2,0
102079,22,149553,27394,13,633,0,0
102080,33,46950,9102,19,679,2,0
102081,24,43488,24159,24,518,2,0
102082,46,147870,70092,7,753,4,0
102083,45,124544,11212,27,388,0,1
102084,50,135200,42405,20,632,1,0
102085,31,20215,82061,22,609,1,1
102086,27,125603,99296,31,719,2,0
102087,51,31523,60186,7,653,2,1
102088,64,95900,49239,30,399,4,1
102089,30,88689,97993,36,444,0,1
102090,59,43834,15532,15,309,2,1
102091,33,54474,84054,39,343,1,1
102092,51,63066,77012,26,685,0,0
102093,27,119871,90279,39,794,2,1
102094,62,30400,71540,17,792,0,0
102095,62,145211,8271,34,468,4,1
102096,56,30345,50482,14,830,1,1
102097,40,53896,5209,26,635,0,1
102098,24,105430,95999,16,812,1,1
102099,27,48899,10539,39,429,2,1
102100,21,126171,24977,1,838,3,1
102101,64,48229,79142,30,813,0,1
102102,62,137053,73684,36,549,1,0
102103,33,25583,10607,33,437,0,1
102104,42,24897,90122,33,574,2,1
102105,41,140406,99786,2,763,2,0
102106,42,91537,56939,16,440,1,0
102107,48,129417,23594,13,555,4,0
102108,29,24567,63382,13,755,0,1
102109,46,94807,12399,37,733,0,0
102110,29,149648,30117,34,472,2,1
102111,35,132652,38617,0,772,0,1
102112,30,97239,12498,28,722,1,0
102113,44,33329,55624,3,738,3,0
102114,62,121045,14628,32,356,2,0
102115,28,137708,5329,16,797,3,1
102116,44,91792,43619,27,468,0,1
102117,36,20228,12032,25,727,4,0
102118,46,110282,53094,7,718,1,0
102119,47,102214,43034,33,646,0,1
102120,57,57052,91158,17,816,1,1
102121,24,77769,60264,30,754,0,0
102122,44,66032,99120,26,501,0,0
102123,39,131694,52850,15,478,0,1
102124,56,108721,9722,9,356,2,0
102125,59,53686,22772,39,800,3,1
102126,30,96981,91105,11,411,4,0
102127,45,118802,46679,21,447,3,1
102128,38,83261,73771,15,677,3,1
102129,39,22809,9576,11,647,1,0
102130,56,123265,31707,10,657,2,1
102131,30,61785,46632,19,355,2,0
102132,53,56547,46476,0,615,0,0
102133,25,62818,35285,26,484,3,0
102134,55,120422,29154,2,353,4,1
102135,64,91927,25054,11,336,1,0
102136,54,85681,22165,29,569,2,0
102137,53,99465,19439,8,807,0,0
102138,41,109862,49518,36,527,4,1
102139,37,115527,93051,0,727,3,1
102140,42,133221,31962,3,300,4,1
102141,57,57333,58934,14,322,2,1
102142,35,146457,42763,26,802,1,0
102143,55,36576,69094,7,747,3,1
102144,48,139875,24464,22,795,1,0
102145,27,59405,47036,14,724,4,1
102146,52,114000,38270,26,317,4,1
102147,31,93779,47299,30,744,0,1
102148,30,51601,90805,38,338,3,1
102149,29,87946,36541,7,509,4,1
102150,34,87356,78545,29,510,2,1
102151,33,72116,87543,17,580,2,0
102152,45,120825,96998,3,432,1,1
102153,22,144749,82078,21,748,2,0
102154,55,137256,87970,2,563,4,0
102155,27,124186,34765,14,410,2,1
102156,41,82894,28769,34,537,3,0
102157,38,54635,93001,37,756,1,0
102158,23,27465,92404,32,815,3,1
102159,62,76754,25156,13,472,4,1
102160,59,117975,90836,0,492,4,0
102161,61,112850,55481,25,814,2,0
102162,31,129765,18435,7,708,0,0
102163,59,105119,74650,15,383,0,1
102164,44,112691,51336,37,379,4,1
102165,39,58871,41135,9,508,4,1
102166,24,82874,78631,36,821,1,0
102167,46,97733,42909,25,498,4,0
102168,58,49511,74487,27,533,4,1
102169,62,100960,26468,11,543,1,1
102170,52,68821,97609,19,692,3,1
102171,59,85776,52655,13,745,3,1
102172,56,138128,39341,34,692,1,1
102173,60,90167,69182,28,308,1,0
102174,57,95135,56786,11,452,3,0
102175,53,64462,73304,17,409,3,0
102176,56,81382,51514,1,565,3,1
102177,23,110194,38979,1,672,3,1
102178,29,123381,95887,16,451,2,1
102179,28,52574,85981,9,714,1,0
102180,53,122072,60107,17,625,0,0
102181,26,61910,6160,21,475,2,0
102182,61,93531,92897,18,824,0,0
102183,59,45186,77577,0,614,0,1
102184,24,114781,89303,23,366,4,0
102185,33,42813,15846,35,483,1,0
102186,22,98812,24924,24,334,2,0
102187,25,105525,18882,35,804,1,1
102188,64,98282,85274,30,375,3,0
102189,47,129779,91555,30,771,1,1
102190,52,38557,6095,1,822,0,0
102191,41,48060,45983,18,582,3,1
